Name,Average Rating,Users
"video editing, graphics (reel ig, tiktok) can shoot video and take pictures.",9,18031
open for applications electronic technician salary 12k20k work place sai mai 35,6,18032
laser sales person,6,18033
trade negotiator (based on bang khun thian head office),6,18034
create contents fanpage (admin. fanpage),9,18035
digital marketing communication officer,5,18036
etl developer / etl system analyst,9,18037
head of human resources  people development manager,8,18038
"sales modern trade , channel sales",6,18039
guest service supervisor on duty at s 31 sukhumvit hotel,6,18040
real estate sales agent (english or chinese speaker),9,18041
sales&marketing executive,7,18042
motorcycle drivers deliver clean food  ramintra km. 8,5,18043
senior site engineer bangkok metropolitan region single house townhome (direct experience 47 years),7,18044
site engineer (mechanical),9,18045
construction project manager (condo),9,18046
assistant food manager,6,18047
"frontend developer(react.js,next.js)",9,18048
"employees at kyochon fried chicken, silom, thonglor, ratchayothin, muangthong, town in town",8,18049
urgent call center  english (bts bangna) start work immediately get new graduates salary 1822k,7,18050
"receptionist (maple tree house, siam paragon)",7,18051
quality control pharmacist,9,18052
"printer, offset printing technician",4,18053
staff receiving and delivering documents and products,6,18054
employee,6,18055
sales representative brand ambassador (ba) jack daniel's suvarnabhumi airport 1920k++ (praew,5,18056
"admin support (data key) working 5 days, monfri, rama 3 line, yannawa, chong nonsi (praew)",6,18057
"telesales banking work 5 days monfri salary 15+ commission mrt, bts bang wa (praew)",4,18058
"officer operations (english) bts chong nonsi 18,000 late shift, 10 p.m. (praew)",6,18059
"chat+call blue bank 15,000+ shift fee 2,000+ commission bts bang wa (praew)",6,18060
"salesperson (pc) ladprao, very urgent",8,18061
telemarketing officer outbound (salary + diligence allowance 2000+ commission),7,18062
content creative (cosmetic surgery business),9,18063
warehouse department head able to start work immediately,7,18064
accounts payable clerk urgently ready to start work immediately,8,18065
telesales selling food supplements (work: ramkhamhaeng 30) has diligence allowance 2000,6,18066
sell products over the phone work at soi ramkhamhaeng 30 + have diligence allowance 2000,6,18067
call sales officer telesales (work: ramkhamhaeng 30) has diligence allowance 2000,6,18068
senior backend developer,6,18069
flash interview real estate salespersons and sales agents interview with instant results.,6,18070
security operations officer (soc) team leader,7,18071
manager of the training department for bangkok and its vicinity branches,8,18072
salesperson sales (urgent),7,18073
"admin support, marketing department, ari area, income 12,000",9,18074
"write drawings for building systems, electrical systems",9,18075
carpenter (furniture),7,18076
solution sales specialist,7,18077
steward works at s 31 sukhumvit hotel.,5,18078
sales of exercise courses (any sales experience),4,18079
handyman electrical machinery and building electricity,8,18080
guest service supervisor (sratchada hotel),7,18081
creative officer,8,18082
store manager ( branch in bangkok ),7,18083
construction site administrative officer zone (ramintra  lam luk ka),7,18084
assistant store manager (branch in bangkok),8,18085
central finance officer,6,18086
senior software developer (node.js),7,18087
"socialist, take photos and edit graphics, review patients + make tiktok ig clips & content creator",7,18088
sales officer (sales) at head office ladprao 71,6,18089
operations engineer site engineer (se),7,18090
get it urgently.. administrative (instead of work) spare instead of work (asoke) can work offsite.,10,18091
"chef de partie  bakary, pastry",5,18092
solutions consultant,7,18093
guest service agent (hotel s15),7,18094
head of business consulting (managed services),7,18095
sales manager(modern trade),6,18096
waiter waitress working at s31 sukhumvit hotel,7,18097
finance & accounting manager,6,18098
regular sales (sales),8,18099
department store sales representative (sales modern trade) (office),7,18100
"photographer, graphic designer, retoucher",5,18101
admin of online sales page,6,18102
sales coordinator [seminar room sales coordinator] ratchada branch,5,18103
building manager village in bangkok and its vicinity,10,18104
sales unit,5,18105
site engineer renovation,7,18106
overseas purchasing officer (china),6,18107
"commis i (located at molly bar, rambuttri road)",7,18108
csr receptionist at sathorn branch,8,18109
"b2b salesperson, premium products",6,18110
recruiting officer hired 1 position officer at welfare salary 1 position next to bts ratchathewi,9,18111
"pc selling mobile phones, banana, lotus rama 2 (average income 20,000)",5,18112
"pc staff running powdered milk group, disinfectant products lotus bangkapi branch, bigc hua mak",6,18113
"pc sells mobile phones at dtac [hall] at central world. (average income 20,000)",5,18114
"pc employee, beverage group, makro chaengwattana",6,18115
"product sorting, folk lift, navanakorn rangsit. if interested, contact 0631975001 p'aoy.",8,18116
"data entry administrator,mc",6,18117
graphic designer 3d / 2d,7,18118
top pharmaceutical production,8,18119
suunto watch salesperson at central world branch,8,18120
sales runs for hardware store customers. (bangkokperimeter),5,18121
"qs engineer , cost engineer (cost estimate engineer)",9,18122
handyman pattavikorn market branch 72,7,18123
"supervisor, accounting",6,18124
"system support, it",7,18125
"supervisor, marine claims",6,18126
"underwriter, motor business",5,18127
"senior, system developer",7,18128
"senior claims, accidental & health",5,18129
it support supervisor,6,18130
"secretary, administrative",6,18131
admin document management and general management,8,18132
"pc selling mobile phones jaymart tha phra (average income 20,000)",7,18133
marketing officer (english skill),7,18134
budtender marijuana salesperson (full time) sathorn,8,18135
corporate sale,4,18136
"pc selling mobile phones at true lotus srinakarin (average income 20,000)",4,18137
graphic design(f&b english) pub and resturant,9,18138
physical therapist (physiotherapist) at central eastvillenakniwat branch,5,18139
sale manager (showroom sukumvit26),7,18140
recruitment and contractor data analysis officer,8,18141
senior financial and accounting officer,7,18142
assistant brand manager,7,18143
"inspector, renovation work",7,18144
product marketing associate,6,18145
social media nerd,6,18146
wellness consultant,8,18147
recruit recruiting people for the organization.,7,18148
branch manager of dental clinic,5,18149
customer development officer at makro kanlapaphruek branch,5,18150
pc takes care of credit cards in the central card group at robinson rama 9 ++++ very urgent.,9,18151
assistant warehouse manager (english skill),7,18152
telephone sales representative (near bts ratchathewi),9,18153
"sales supervisor ( online,pc,eg )",7,18154
work site foreman,5,18155
agricultural scholar office at bangkok (ratchadapisek),9,18156
"auditor of home ad co., ltd.",6,18157
assistant director of home ad company,6,18158
social media,7,18159
"delivery truck clerk (warehouse, bang khun thian road  chai talay)",7,18160
"warehouse staff (warehouse, bang khun thian road  chai talay)",4,18161
coordinator import and export,7,18162
"delivery driver (warehouse, bang khun thian road  chai talay)",7,18163
"warehouse and delivery administrator (warehouse, bang khun thian road  chai talay)",5,18164
international coordinator (chinese),4,18165
"head of warehouse and transportation (warehouse, bang khun thian road  chai talay)",5,18166
"pc krungsri first choice bangkok (chatuchak, bang sue, wang thonglang)",7,18167
"housewife cleaning the house, washing clothes, ironing clothes",4,18168
"sales representative sales representative of medical devices (dental equipment) north, south",9,18169
purchasing officer  urgent,9,18170
"lathe technician, manual system, cnc type",8,18171
professional safety officer (professional safety officer)**urgent!!!,9,18172
general assistant (can speak isaan or northern languages),7,18173
pharmaceutical sales representative medical and dental equipment,7,18174
site engineer (condo project)  sukhumvit 71 (1 year contract),7,18175
sales administration  purchasing,7,18176
"audio technician (av) (ratchada, rama 9 zone)",9,18177
key account for asft food group products,7,18178
delivery drivers and car drivers product store employee at the rong mueang soi 1 product store,7,18179
it support engineer (welcome new graduates),7,18180
salesperson (tyres) south isaan area,6,18181
"village juristic person manager, home ad co., ltd.",7,18182
lead sourcing,5,18183
"salesperson fulltime, parttime, big c saphan khwai branch",9,18184
